ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
03-63,28/03/2023 14:12,https://twitter.com/Fugiko5/status/1490437167843360769,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Fugiko5,xiyeng,"REGISTERED NURSE 
  SAVE LIVES!!",Anonymous,Mar-31,27,13,,@Shortee3MEW @cheetahxmkl @aviislegit Bakiy c binay ksama s senators ng nanay mo? De lima is convicted. Neri colminares is NPA. Ikaw amg mgisip isip. Kainin mo snabi mo hahha,,"Text, Reply",07/02/2022 5:28,00-64.png,Emotional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-64,28/03/2023 14:12,https://twitter.com/patriotdotph/status/1490506806988513280,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@patriotdotph,patriotdotPH,Counter Terrorist. Fuck Makabayan Bloc. Yes To BBM/DU30.,Media,Jun-15,52,121,"Manila, Philippines",Uncovered | This notorious WANTED terrorist leader of the CPP NPA in Bukidnon and Cotabato is no less than Charisse Bernadine Banez alias Ka Nikkie. (with Neri Colmenares &amp; Sarah Elago) https://t.co/wW8WrF4YF9,,Text,07/02/2022 10:04,00-65.png,Rational,14,1,8,2,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],"Also contains four images of Charisse Bernadine Banez, including one showing them with Neri Colmenares.",,,,,
03-65,28/03/2023 14:12,https://twitter.com/DDS_BBM/status/1491022070746021894,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@DDS_BBM,J. F.,,Anonymous,Nov-19,481,119,,"@Dayanneeei Back to you-- galit sa magnanakaw pero kasama sa slate mo si binay, yung isang linked sa npa si colmenares, yung drug queen? The hypocrisy.",,"Text, Reply",08/02/2022 20:12,00-66.png,Emotional,0,1,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,
03-66,28/03/2023 14:12,https://twitter.com/0321Criste/status/1491093452960169984,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@0321Criste,Ralf Dela Peña Criste,General Virtual Assistant/Sales Tax Associate/EcommerceVAðŸ¥‡ðŸ¥‡ðŸ…ðŸ†,Identified,Feb-26,418,46,"Davao Region, Republic of the","@pmjamilla Big No to communist. Neri Colmenaris is one of them since pinaglalaban mo sila, tinanong nyo nlng din sana anong pinaglalaban nilang mga NPA dati ðŸ˜‘ kng d yan sila nagrebelde may mabibili pa sanang pagkain sa sentimo centavos ngayon. Libre/mura ang kuryente at tubig. Ano ho?",,"Text, Reply",09/02/2022 0:55,00-67.png,Rational,12,2,1,1,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-67,28/03/2023 14:12,https://twitter.com/Sheena91695537/status/1491211375016017920,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Sheena91695537,Xena,Think Differently,Anonymous,05-Aug,151,63,"National Capital Region, Repub",@pmjamilla Take it from the NPA like Colmenares.,,"Text, Reply",09/02/2022 8:44,00-68.png,Transactional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-68,28/03/2023 14:12,https://twitter.com/tin_10001/status/1491221298001117188,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@tin_10001,Chris,Carpe Diem!,Anonymous,Sep-29,85,419,,"@pmjamilla lol Neri is a terrorist apologist. his group couldnâ€™t even condemn the traitorous acts of CPP-NPA-NDF, what else can you call him and his ilk?",,"Text, Reply",09/02/2022 9:23,00-69.png,Rational,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-69,28/03/2023 14:12,https://twitter.com/PackandCarryAll/status/1491286255292026881,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@PackandCarryAll,AGamboa,Telco Engr... I stand for Truth.. I just want a safe and bright future for my Children's children's Children.. Vinyl is Life... #DutertePalakpak ðŸ‘ŠðŸ‘ŠðŸ‘Š,Anonymous,Dec-14,848,724,Quezon City,"@pmjamilla Recall: 
 - Neri in his youth was a member of one of the CPP front groups. Wala syang pinag iba kay Sarah Elago ngayun.
 
 - Neri was a Bayan Muna PL congressman. No introduction needed. 
 
 Martial Law was declared to thrash Communism, wherein Neri is one of them.",,"Text, Reply",09/02/2022 13:42,00-70.png,Rational,1,1,0,0,,,Fabricated Colmenares' ties to the CPP-NPA-NDF [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-70,28/03/2023 14:12,https://twitter.com/leeche_confess/status/1491341182836023296,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@leeche_confess,🔥P A R A N O I D🔥,Technology ðŸ“ˆCertified intl NC/LMTðŸ©ºPsychology ðŸ”Entrepreneur ðŸ’´Political Science ðŸ§©Anak ng MINDANAO ðŸ‘ŠðŸ’ªðŸ”¥#proudBISDAK,Anonymous,04-Feb,1394,2831,South Philippines,"My father was born 1946 in Samar Leyte. Sabi nya, anti-gov at NPA lang daw yong against ky Marcos nuon.
 
 Eh kng na kuryente ang TT ne Colmenares sa panahon ne Marcos. Ano c Colmenares? ðŸ¤”ðŸ˜
 
 Paki ask ng mga Lolo at Lola nyo kung tugma ba sa kwinto ng tatay ko ðŸ˜Š",,Text,09/02/2022 17:20,00-71.png,Rational,30,6,5,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-71,28/03/2023 14:12,https://twitter.com/MarioGu82195896/status/1491436243418488838,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@MarioGu82195896,Mario Gutierrez,que sera sera,Identified,Feb-25,0,3,,@ColmenaresPH No to NPA terrorist mga nangungutong. Enabler ka no to colmenares,,"Text, Reply",09/02/2022 23:38,00-72.png,Emotional,1,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-72,28/03/2023 14:12,https://twitter.com/JohnLacoste15/status/1491464908168380419,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@JohnLacoste15,John Lacoste,,Identified,Apr-13,296,8,,@jaytwotheworld @143redangel Tama huwag iboto ang uncle ni angel na si colmenares na NPA,,"Text, Reply",10/02/2022 1:31,00-73.png,Emotional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,
03-73,28/03/2023 14:12,https://twitter.com/MarioGu82195896/status/1491512623375863811,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@MarioGu82195896,Mario Gutierrez,que sera sera,Identified,Feb-25,0,3,,"@PhilstarNews So iboto yung sumusuporta sa mga walang kwentang teroristang NPA? Gaya nalng ng tyohin mo? Oh ikaw mismo,,angel pa naman pangalan mo...kasuklam2 ang galawan ng ideolohiyang NPA,,,mapanira sa bayan. Wag iboto si Neri colmenares at mga partylist na may kaugnayan sa NPa",,"Text, Reply",10/02/2022 4:41,00-74.png,Emotional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-74,28/03/2023 14:12,https://twitter.com/EkiePilpa/status/1491592246520528898,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@EkiePilpa,EkiE P.,"had me at my worst
 left me at my best!",Anonymous,Sep-21,20,0,"Makati City, National Capital",@pmjamilla Dapat lang pala matorture ni Neri... NPA sya eh,,"Text, Reply",10/02/2022 9:57,00-75.png,Emotional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-75,28/03/2023 14:12,https://twitter.com/Sl33pyJ0hn/status/1491620187635781634,3,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Sl33pyJ0hn,John Denny,35 years in Radio/TV Broadcast Industry; now with the BPO (Business Process Outsourcing) Industry,Anonymous,Mar-14,34,11,"Makati City, National Capital",@Snorlax_0330 Angkan kasi ng NPA si angel locsin... tiyuhin nya si Neri Colmenares n makakaliwa kuno!,,"Text, Reply",10/02/2022 11:49,00-76.png,Rational,0,1,0,0,,,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-76,28/03/2023 14:12,https://twitter.com/kalel_joaquin03/status/1491748554985345024,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@kalel_joaquin03,SAPAKIN KO NANAY MO ðŸ«µðŸ¤£,ANG PAGBABALIK - SAPAKIN KO NANAY MO 2.0 ðŸ¤£ðŸ¤£ pro-government of tatay digong and a supporter of BBMSARA UNITEAM. Ang Gagarote sa mga pinklawang tae..,Identified,01-Oct,1231,1187,,@tatz___ ayaw namin sa kandidato na kasapi ng tito mo @143redangel kc baka pag nanalo un lumakas ulet partido ng tito neri mo at ang NPA. marami na namang bata sa unibersidad ang madadala sa bundok pra mag aklas and worst ipaparape sa mga kadre ng NPA. kaya no to your tito and leni ðŸ–•ðŸ–•ðŸ¤¬,,"Text, Reply",10/02/2022 20:19,https://drive.google.com/file/d/1Qe1Ix9Wah4CnplSYDfW4kuFk7V80VfEH/view?usp=share_link,Rational,3,0,2,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-77,28/03/2023 14:12,https://twitter.com/Sheena91695537/status/1491763661614227459,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Sheena91695537,Xena,Think Differently,Anonymous,05-Aug,151,63,"National Capital Region, Repub",@Eduardo83549292 Ang kinabukasan nila ay hawak ng mga NPA like colmenares na sinusuportahan ng nanay niyo. Gising! at labanan ang komunista hindi suportahan!,,"Text, Reply",10/02/2022 21:19,00-78.png,Transactional,0,0,0,0,,FAKE,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] but calls to stop supporting Leni, ,,,,,
03-78,28/03/2023 14:12,https://twitter.com/shiningtwicexo/status/1492561950693154818,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan AccountðŸ’ž) â¤ðŸ’š",Anonymous,Apr-30,3978,3469,,"Aaalahan nyo na yung kasalanan ni Joma Sison and the rest of CPP-NPA-NDF such as Zarate, Elago, Brosas, Castro, Cullamat, Gaite, Colmenares, Ocampo, CasiÃ±o, Reyes, among others ay nasa kamay nila Robredo, Pacquiao, Lacson at Moreno, kasi may bahid na kasalanan rin sila.",,Text,13/02/2022 2:11,00-79.png,Rational,1,1,0,0,,FAKE,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-79,28/03/2023 14:12,https://twitter.com/proudilocana29/status/1492670417219178497,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@proudilocana29,proudilocana29,STAND UP FOR TRUTH! LOVE OUR COUNTRY AND OUR COUNTRYMEN I SUPPORT MARCOS because Iâ€™m a LOYALIST plus Inday Sara now,Anonymous,Aug-29,607,508,"Makati City, Philippines",Very NO to COLMENARES!!! Isa kang NPA enabler,,"Text, Reply",13/02/2022 9:22,00-80.png,Emotional,2,0,0,0,,FAKE,Fabricated Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] and QRTd a tweet with a presumably edited photo of Neri Colmenares and placards with weaponry, ,,,,,
03-80,28/03/2023 14:12,https://twitter.com/Sheena91695537/status/1492837780078366722,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Sheena91695537,Xena,Think Differently,Anonymous,05-Aug,151,63,"National Capital Region, Repub","@laarnie888 @amigoManila Do you think an NPA supporter will care about our children? Tingnan mo nga mga kasama ni Lenlen, MAKABAYAN, TEDDY CASINO, GABRIELLA, NERI COLMENARES. https://t.co/fBMTOxGGPb",,"Text, Reply",13/02/2022 20:27,00-81.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-81,28/03/2023 14:12,https://twitter.com/JungCha12/status/1492860682097750018,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@JungCha12,Jenny Chan,Love,Identified,09-Feb,54,27,,"@habibi_tinatina No neri bayot, kakampi ng mga salot na NPA.",,"Text, Reply",13/02/2022 21:58,00-82.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-82,28/03/2023 14:12,https://twitter.com/Mikelit83613994/status/1493013950258192387,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Mikelit83613994,Mike,anything under the sun xxxxx,Anonymous,Feb-26,166,209,Republic of the Philippines,@theninaellaine @migzzubiri @JojoCBinay @ColmenaresPH @lenirobredo AYAW NIYA ILAGAY KASI NAKAKASIRA NG LINEUP ALAM NAMAN NG LAHAT NA MAYLAHING NPA ANG ANIMAL NA COLMENARES.,,"Text, Reply",14/02/2022 8:07,00-83.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] to express discontent on the senatorial slate, ,,,,,
03-83,28/03/2023 14:12,https://twitter.com/Marvz1118/status/1493092391653605377,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@Marvz1118,Spooky D. Boogie,"Walang kwenta mga tweets ko......
 One Piece, Baseball, Manga and Anime fan",Anonymous,Oct-17,948,48,Philippines,@AltSyaoranLi Chel Diokno pwede pa.... Colmenares = CPP/NPA,,"Text, Reply",14/02/2022 13:19,00-84.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] to paint Chel as a more viable candidate, ,,,,,
03-84,28/03/2023 14:12,https://twitter.com/desertbum1012/status/1493176568117616642,3,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@desertbum1012,Douie,"I hate to see this country being shackled by the oligarch, after PRRD's departure.",Anonymous,Apr-22,23,13,"Duenas, Iloilo - lahing wak2",@ColmenaresPH Never vote these idiots and include Neri Colmenares hiding in the skirt of NPA. https://t.co/WarPiIuEVv,,"Text, Reply",14/02/2022 18:53,00-85.png,Transactional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] to push against particular senatorial candidates, ,,,,,
03-85,28/03/2023 14:12,https://twitter.com/KevinDeanDivein/status/1494883417556615173,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@KevinDeanDivein,Dean_Devlin,I'm using this account now. There slim to zero chance to recover my old account,Identified,Jan-20,878,688,,"Actually, the CPP-NDF-NPA have a broad tactical alliance with the Leni-Kiko ticket.
 Evidently, the inclusion of CPP-NDF-NPA fielded candidates, Neri Colmenares and Elmer Labog are one of those proofs.",,"Text, Reply",19/02/2022 11:55,00-92.png,Rational,1,0,0,0,,FAKE,No 'alliance' between the Leni-Kiko ticket and the CPP-NPA-NDF. Source: https://www.rappler.com/newsbreak/fact-check/robredo-pangilinan-tandem-accepted-happy-endorsement-cpp-npa-ndf/,No location was given.,,,,,
03-86,28/03/2023 14:12,https://twitter.com/mitjj23/status/1499759061751201794,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@mitjj23,TIP💍,Faith is being sure of what we hoped for ðŸ¤,Anonymous,May-15,480,245,,"BAD COMPANY CORRUPTS GOOD CHARACTER 
 
 Nagkandahawa hawa na sila ng corrupt na palininiwala
 
 Risa &amp; Chel- pro Divorce &amp; SSM
 Kiko- Napaka trapo
 Leni- Mandaraya
 De lima- Drug issue, unfair to Former Chief Corona 
 Trillanes-Hambog
 Neri-related to communist/NPA
 
 Bka 2 mahahawa rin?? https://t.co/FeRDIHKYFC",,"Text, Reply",04/03/2022 22:49,https://drive.google.com/file/d/1Yw82PIcRXuaCH_MX9Lj4B7kaCs5WO08S/view?usp=share_link,Rational,0,1,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] (focused only on Neri in this tweet),No location was given.,,,,,
03-87,28/03/2023 14:12,https://twitter.com/edith_averilla/status/1499897467395272704,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@edith_averilla,Tats622,A very proud senior citizen...,Identified,Jul-17,308,120,"Imus, Calabarzon","@QMotherGothel Hontiveros - philhealth
 Delima - drugs
 Colmenares- NPA
 Trillanes - Siege mutiny
 Espiritu - NPA
 
 The rest never heard!
 
 Wala na bang malinis-linis pa!",,"Text, Reply",05/03/2022 7:59,https://drive.google.com/file/d/1Ny7y4am1HSriVmi94Dib8k2FDLZTvIES/view?usp=share_link,Rational,0,1,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022] (focused only on Neri in this tweet), ,,,,,
03-88,28/03/2023 14:12,https://twitter.com/AntonioDencio/status/1501399427344330753,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@AntonioDencio,IlonggatedAk,Frugal,Identified,Jan-16,151,78,,@2022Solid Colmenares and Hontiverus are in their senatorial slate! Both are bonafide CPP/NPA/NDF officials. They are good at mobilizing people to support their political agenda.,,"Text, Reply",09/03/2022 11:28,https://drive.google.com/file/d/1unaZMZvR2mj8w0oGdypciVm7SyZafciw/view?usp=share_link,Rational,2,0,1,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,
03-89,28/03/2023 14:12,https://twitter.com/proudilocana29/status/1502909987664035840,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@proudilocana29,proudilocana29,STAND UP FOR TRUTH! LOVE OUR COUNTRY AND OUR COUNTRYMEN I SUPPORT MARCOS because Iâ€™m a LOYALIST plus Inday Sara now,Anonymous,Aug-29,607,508,"Makati City, Philippines",@ikadxplorer Colmenares is an NPA! So wala talaga? Ogag lang ang maniniwala,,"Text, Reply",13/03/2022 15:30,https://drive.google.com/file/d/1HzFiESGXHLCdpQFEcvE3Yn9PQpWLT2-m/view?usp=share_link,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-90,28/03/2023 14:12,https://twitter.com/prophetjoshua/status/1503708217892765704,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@prophetjoshua,Prophet Joel,A person who fears God,Anonymous,04-Jul,1920,1403,Republic of the Philippines,"Ayoko kay Neri Colmenares
 Ayoko kay Luke Espiritu
 Ayoko kay Chel Diokno
 Ayoko kay Risa Hontiveros
 Ayoko kay Leody de Guzman
 Ayoko kay Walden Bello
 Ayoko kay Leni/Kiko
 In short, ayoko sa CPP NPA NDF
 and their cohorts",,"Text, Reply",15/03/2022 20:22,https://drive.google.com/file/d/1WbcbaKHGLyieeXFeHP8eBiQ5tDtgS0e_/view?usp=share_link,Emotional,9,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,
03-91,28/03/2023 14:12,https://twitter.com/franckylime/status/1506100744167964673,3,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@franckylime,francky lime,,Anonymous,May-17,89,136,Republic of the Philippines,@cnnphilippines The term red-tagging is their refuge. Fact is Leni-CPP-NPA is apparently real as the communist fronts personalities like Colmenares and others are on same stage with Leni and endorsing her candidacy.,,"Text, Reply",22/03/2022 10:49,https://drive.google.com/file/d/1YXXLXRRa9roR1Gzs6Jhao1bJxRoUVKGg/view?usp=share_link,Transactional,0,0,0,0,,FAKE,No 'alliance' between the Leni-Kiko ticket and the CPP-NPA-NDF. Source: https://www.rappler.com/newsbreak/fact-check/robredo-pangilinan-tandem-accepted-happy-endorsement-cpp-npa-ndf/,No Bio was given.,,,,,
