ID,"Account type
""Identified
Anonymous
Media""",Tweet Type,Tweet Type (2),Tweet Type (3),Date posted,Screenshot,Tweet ID,Tweet,Content type
00-210,Anonymous,Text,Reply,,05/05/22 08:52,00-210.png,1522016354663952384,"@Edcaster Si Trillanes isang coup plotter. Gumawa ng Bikoy videos. Wala naman ginawang batas para sa bayan. 
 
 Si Neri kasamahan ng CPP-NPA. Kakampi ni JOMA. Kahit minsan di man lang kinondena ang pagpatay ng NPA sa mga sundalo ng Pilipinas.
 
 Kampi ka pala sa mga terrorista.",Rational
00-211,Anonymous,Reply,,,05/07/22 08:26,00-211.png,1522734488174067712,hindi ka cute...nakakatakot mga katulad mo... supporter ng NPA... no to colmenares... no to hontiveros...,Emotional
00-212,Anonymous,Reply,,,05/07/22 22:13,00-212.png,1522942770591432704,@ihateposh @COMELEC I really hope this is legit. Neri Colmenares and the usual noisy party list groups are supportive of CPP-NPA-NDF. They deserve to be kicked out!,Emotional
00-213,Anonymous,Text,,,05/07/22 22:25,00-213.png,1522945740867178501,"Maging mapagmatayag dahil siguradong mang gugulo yung KABAG dahil Disqualify na mga kampon ng NPA pati si Neri Colmenares. 

aabangan natin ang magiging Drama ni Angel Locsin 😂😂😂",Emotional
00-214,Anonymous,Text,,,05/08/22 00:18,00-214.png,1522974100360089600,Am i dreaming? KABAG CPP-NPA-NDF TERRORIST CRIMINAL legal fronts are all disqualified? Plus the traitor NERI CRIMINALRES?,Emotional
00-215,Anonymous,Reply,URL,,05/08/22 03:29,00-215.png,1523022111467401217,"ANGEL LOCSIN tito mo si NERI na disqualified dahil nakikipagsabwatan sa mga NPA. Happy?
 
 Yes we are!
 @143redangel https://t.co/hzclZkT3Tu",Emotional
00-216,Anonymous,Reply,Text,,05/08/22 12:52,00-216.png,1523163892414705665,@im_carissa26 Tama lang para walang NPA mga salot lalo na yang neri colminares na yan!,Emotional
00-217,Anonymous,Reply,Text,,05/08/22 15:26,00-217.png,1523202754583224320,@MissMarisRacal Wag kalimutan member ng CPP/NDF/NPA Colmenares...,Rational
00-218,Identified,Reply,Text,,05/09/22 05:43,00-218.png,1523418244874334208,"@ColmenaresPH I'm sure talo na kayo Neri with your kampon Dilawan and NPA communist, walang puwang Ang mga traydor sa bayan this election...",Rational
00-219,Identified,Reply,Text,,05/10/22 14:29,00-219.png,1523913204468162561,"@aternisizzy yung grandparents ko, NPA victims. Pinatay sa sarili nilang bahay dahil sa ayaw magbigay ng abuloy. 
 Sa loob ng 50 years ng NPA, ilan kaya ang tulad ng mga ninuno ko na pinatay ng walang habas ng mga kaalyado ni Leni? Buti si Colmenares buhay pa, ung lolo ko, wala na.",Rational
00-220,Anonymous,Reply,Text,,05/10/22 20:59,00-220.png,1524011158163709954,"@aternisizzy Iyakan na. Yan napapala nyo. Paniwala agad kayo kaso sa kung ano anong nasagap nyo.
 
 Hoy yung martial law victim.. yun yung mga namatay noong panahon ng martial law. Bakit ba. Namatay na ba si colmenares? Eh dakilang NPA yan! Komunista ang hyop na yan.",Emotional
00-221,Anonymous,Reply,Text,,05/11/22 11:37,00-221.png,1524232158797123584,"@Finnrytter1997 @rowena_guanzon Alam mo sa rural areas Red na Red na yang si Neri ,, kaya madaming naniniwala NPA - Leni , Isa pa Hindi pinansin Ang Rural areas during campaign , puro lang urban ,, Sana Yong H2H naka tuon sa rural Hindi Kilala Ang mga Vloggers , AM/FM radio lang DJ /anchors pro BBM pa nganga na",Rational
00-222,Anonymous,Reply,Text,,05/12/22 11:33,00-222.png,1524593610032750592,"@gmanews Kung alam mo lang Colmenares maraming gustong pumatay sayo, dahil sa mga pinagagawa mo at mga taohan mong NPA sa mga probinsya, inaabangan ka nalang",Emotional
00-223,Anonymous,Reply,Text,,05/12/22 17:49,00-223.png,1524688118992891904,@AiraSarmiento14 Doc me baliw o hahahhaha abnormal laba bawal monggoloid sa senado bawal si colmenares dun NPA. Aso,Emotional
00-224,Anonymous,Reply,Text,,05/13/22 08:02,00-224.png,1524902971104174080,@soltaule @nuplphilippines @BayanMuna MASIPAG NA NPA RECRUITER DIN YAN SI NERI,Emotional
00-225,Anonymous,Reply,Text,,05/13/22 08:08,00-225.png,1524904390741528577,"@MissMarisRacal NPA RECRUITER, KILALA YAN DITO SA PROBINSYA NAMIN! KAYA TALO YANG NERI MO!",Emotional
00-226,Anonymous,Reply,Text,,05/13/22 11:13,00-226.png,1524950930080223232,"@cnnphilippines @jltjavier Sabi ko na eh, CPP NPA NDF Ang mga nagrarally the mere presence ColmenÃ res and Labog says it all.",Rational
00-227,Anonymous,Text,,,05/13/22 12:43,00-227.png,1524973696594890754,"Here comes the NPA colmenares, Another salot sa pinas~",Emotional
00-228,Identified,Reply,Text,,05/13/22 13:39,00-228.png,1524987730416979968,@smninews @Sheena_torn Pinamumunuan ng tyuhin ni Angel locsin na si Neri Talunan Colmenares ang protesta ng mga NPA at Komunista. Dapat pag papaluin sa ulo yun mga raliyistang yan.,Emotional
00-229,Anonymous,Reply,Text,,05/13/22 15:27,00-229.png,1525014959666925568,@benign0 Anjan na naman ang mga prente ng cpp/npa/ndf like elago &amp; colmenares. Sige magpagamit kayong mga estudyante.,Emotional
00-230,Anonymous,Reply,Text,,05/14/22 23:50,00-230.png,1525503951340118016,@goddessathena67 Si Colmenares kasapi ng NPA yan,Rational
00-231,Anonymous,Reply,Text,,05/15/22 23:16,00-231.png,1525857600947879938,@simazhuge @dezhionlee1 @yuweet09 @beeeeerlin @gmanews @dzbb Ayaw kumapi sa NPa?? Lol senatorial slate nuya si Colmenares?? Wala ka talagang brain cells.. immature ka siguro nung pinanganak ka,Emotional
00-232,Anonymous,Reply,Text,,05/17/22 19:27,00-232.png,1526524829515632643,"@AriqueEddz @TimOntolan Pag traidor sa una, traidor sa huli. Nagkukubli ka pang mabuting tao sa pagkawang-gawa yon pala may malalim pang Pagaaklas. Isa kang NPA at habang buhay ka ng ganyang. Lokohin mo Tito mo Neri Colminares, iisang NPA kayo. Tama na ang pagbabalat kayo.",Emotional
00-233,Anonymous,URL,,,05/21/22 02:53,00-233.png,1527724196037414912,"Former CPP-NPA Cader, siniwalat ang koneksyon ni Neri Colmenares at ng MAKABAYAN BLOC sa NPA!!
 
 https://t.co/IojZlBFY3S",Rational
00-234,Identified,Reply,Text,,05/26/22 07:21,00-234.png,1529603485620391937,"@syltrltgtr @crabby_625 Ilan lang sa mga fronts ng CPP/NDF/NPA na kaalyado ni Leni partylist groups: BAYAN, KMU, KMP, GABRIELA, LFS, ACT, Akbayan. Dahil sa 1987 constitution, nakawala si Joma Sison at naging legal mga yan. Kasama sa lineup nyo sina Risa Hontiveros at Neri Colmenares di ba?",Rational
00-235,Anonymous,Reply,Text,,06/08/22 14:38,00-235.png,1534424517388300288,"@Viethmier1 Well the only name familiar to me who filed a case in Hawaii were Etta Rosales and Neri Colmenares, and you wonder why they were incarcerated during martial law together with Joma and benigno. Most of the listed names were all associated with the NPA during martial law.",Rational
00-236,Identified,Reply,Text,,06/13/22 23:30,00-236.png,1536370477744066560,@ColmenaresPH you are done colmenares hahaha NPA ka talaga,Emotional
00-237,Anonymous,Reply,Text,,06/14/22 23:06,00-237.png,1536726787837009920,@News5PH Taenna mga to. Lahat na lang. Yna mo Colmenares! Npa kang hinayupak ka!,Emotional
00-238,Anonymous,Text,,,06/16/22 02:40,00-238.png,1537142988509327361,Neri colmenares ikaw ang dapat mag sorry dahil noon Marcos regime na jail ka dahil sa paki pag sanib mo sa NPA na hanggang ngayon kayo ang salot ng lipunan. Human rights kayo ang no 1 violators. Kawawa mga kabataan na brain wash ninyo,Emotional
00-239,Anonymous,Text,,,06/16/22 14:39,00-239.png,1537323975482949632,"Totoo naman biktima si Neri ng ML.
 
 NPA kase sya dati.",Rational
00-240,Anonymous,Reply,Text,,06/16/22 21:27,00-240.png,1537426765689548800,"@Aldgy13 Ito talagang bugok na Colmenares, NPA kasi to, may masabi lang ok na.",Emotional
00-241,Identified,URL,,,06/17/22 07:52,00-241.png,1537583854667542529,ATTY NERI COLMENARES exposed by his member as terrorist group CPP-NPA-NDF RECRUITERs leader. Member was promised scholarship education and was tasked to recruit more young students to be members of this terrorist group. https://t.co/YCTkAQyRIN via @YouTube,Rational
00-242,Media,Reply,Text,,06/19/22 05:21,00-242.png,1538270622098280449,@ColmenaresPH Your e next in line Colmenares. You are an NPA commander,Transactional
00-243,Anonymous,Reply,Text,,06/20/22 12:57,00-243.png,1538747807502327813,"@nimfaravelo @dzbb @senkokopimentel Renato Reyes - in-charge sa pagwewelga.
 Neri colminares - distributor ng information and communication in charge sa mga leader ng CCP-NPA-NDF sa ibat ibang panig ng bansa 
 Koko Pimentel - point of communication ng mga Dilawan at US oligarchs na nag-fifinance ng sabotahe sa bansa",Rational
00-244,Anonymous,Reply,,,02/10/22 07:34,00-244.png,1491556119285690368,Wag iboto si Neri Colmenares ng Bayan Muna Alam nyo mga Tuta ni JOMA Sison #UnbotheredQueenToniG,Rational
00-245,Anonymous,Reply,Text,,02/14/22 07:47,00-245.png,1493009015403646977,@habibi_tinatina Zero vote to CTG CPPNPANDF CADRE Neri Colmenares.,Emotional
00-246,Anonymous,Reply,Text,,02/01/22 19:24,00-246.png,1488473296169365504,@faithtmercx SO AS THE COMMUNIST TERRORISTS LIKE NERI COLMENARES AND THE MAKABAYAN BLOC WHO ARE JOINING LUTANG. #BastaInggitKakampwet 😂,Emotional
00-247,Anonymous,Reply,,,02/13/22 18:53,00-247.png,1492814168931516418,"@evesileca @inquirerdotnet @JEMendozaINQ I dont think so, with Leni siding with communist terrorists like Makabayan, Gabriella and Neri Colmenares, she will have trust issues on loyalty to the Phil. Government. https://t.co/08AuGbRHlC",Transactional
00-248,Anonymous,Reply,Text,,02/23/22 20:32,00-248.png,1496462964538634243,"@Baesil1998 @AlliyahKeziah @boynextfloor1 @nikkidottxt Bago ka makipag debate, basahin mo muna life story ni Joma Sison, kasama na mga kampon niya tulad ni Teddy Casino, Neri Colmenares, Makabayan bloc, Gabreila.",Rational
00-249,Anonymous,Image,,,03/03/22 17:02,00-249.png,1499309307132735491,"That's ok Neri Colmenares if you can't attend, you're always present on the street. You're over exposed, you are constantly shouting ""Overthrow the Duterte regime!"" , ""Marcos thief!"" ,""Joma Sison for President!"" what else do you need? Give me a favor shout this ""Let Leni Read!""ðŸ˜… https://t.co/q84c0yS2Ui",Emotional
